SN,Gtin,Serial no,Status,Sending Status
2,3203,RKK3GZZMS,allow,3500
3,3203,ZS9EWGK0F,allow,3500
4,3203,K97ZMMANY,allow,3500
5,3203,KDYF3609Y,allow,3500
6,3203,A3149A1N6,allow,3500
7,3203,MTSYHE4RP,allow,3500
8,3203,84Y8C3ZBC,allow,3500
9,3203,W6903Y1V9,allow,3500
10,3203,R8A6Y3XWK,allow,3500
11,3203,V7KGTTMB5,allow,3500
12,3203,CW6KYXY0G,allow,3500
13,3203,YV085FFG5,allow,3500
14,3203,Z01VD77CV,allow,3500
15,3203,BBRYE9MHB,allow,3500
16,3203,RH5EEW2GA,allow,3500
17,3203,KG12TCZZC,allow,3500
18,3203,4P0HD7V24,allow,3500
19,3203,ZXG51DXYP,allow,3500
20,3203,EV4BDGXMA,allow,3500
21,3203,6V9YT9MRX,allow,3500
22,3203,ZKCDG10P2,allow,3500
23,3203,DRGK2BNH2,allow,3500
24,3203,95AA67C0M,allow,3500
25,3203,K706GMHGV,allow,3500
26,3203,CD73VSWY2,allow,3500
27,3203,NNC8Z8RD7,allow,3500
28,3203,201HTRGM0,allow,3500
29,3203,K7A60EM96,allow,3500
30,3203,1ZR0X6W5P,allow,3500
31,3203,2N1DM6E6S,allow,3500
32,3203,SGF9X5MXC,allow,3500
33,3203,9B3RY6T88,allow,3500
34,3203,W7PGXWAWA,allow,3500
35,3203,YG51ZR6XY,allow,3500
36,3203,1DMW692NY,allow,3500
37,3203,APYGPDA8K,allow,3500
38,3203,1NB5ZBTXH,allow,3500
39,3203,NRYKHHDXP,allow,3500
40,3203,7Y1AAKCME,allow,3500
41,3203,XT64881DR,allow,3500
42,3203,9CTHTK03M,allow,3500
43,3203,4F0ZSTR9E,allow,3500
44,3203,90ARG0YHX,allow,3500
45,3203,STZTCA8VX,allow,3500
46,3203,GEN1MKGHF,allow,3500
47,3203,ZD5DWD232,allow,3500
48,3203,XTSSEPD3K,allow,3500
49,3203,G027X23RS,allow,3500
50,3203,TESFCK458,allow,3500
51,3203,CMK9SYN12,allow,3500
52,3203,BXP8P40EE,allow,3500
53,3203,RN47E06BE,allow,3500
54,3203,R3SPFXH69,allow,3500
55,3203,26FH4D3W8,allow,3500
56,3203,25PZP6W5H,allow,3500
57,3203,M4TMZ8WPM,allow,3500
58,3203,2CKNX3FRG,allow,3500
59,3203,ARF20GM09,allow,3500
60,3203,HS7454M17,allow,3500
61,3203,B4KE3DY8N,allow,3500
62,3203,ERZRXB4YE,allow,3500
63,3203,FGF2A60KE,allow,3500
64,3203,ECDTHX53S,allow,3500
65,3203,D09MRRZGG,allow,3500
66,3203,64N8RMZ16,allow,3500
67,3203,3B9Z9S747,allow,3500
68,3203,5PA79W7AY,allow,3500
69,3203,76DB8DVTV,allow,3500
70,3203,HMZZBW7SD,allow,3500
71,3203,S9WC0H6XS,allow,3500
72,3203,KMMBKH3PM,allow,3500
73,3203,TXBNGN940,allow,3500
74,3203,DMA004F61,allow,3500
75,3203,TFR20NP3H,allow,3500
76,3203,VPYFWC5HE,allow,3500
77,3203,YYVDAXNNK,allow,3500
78,3203,8N99RD340,allow,3500
79,3203,DRCN9Y5V4,allow,3500
80,3203,4C7RTXF4C,allow,3500
81,3203,3N2D15N8R,allow,3500
82,3203,3YV55C5S9,allow,3500
83,3203,GNRX07EN2,allow,3500
84,3203,MG4BY0D3W,allow,3500
85,3203,4427W5PWD,allow,3500
86,3203,TWHM89D9X,allow,3500
87,3203,104YASZV0,allow,3500
88,3203,TE3NMNN11,allow,3500
89,3203,B57Y4GFPF,allow,3500
90,3203,GR7SNKFDN,allow,3500
91,3203,3MDVSP1N6,allow,3500
92,3203,NW7CN5Y1A,allow,3500
93,3203,41D1YT1Y1,allow,3500
94,3203,19D56EC38,allow,3500
95,3203,YP310VYEG,allow,3500
96,3203,DF4V85V2D,allow,3500
97,3203,5FH3X9E24,allow,3500
98,3203,DMNAGMX98,allow,3500
99,3203,HK4KM2MT6,allow,3500
100,3203,5P21YW8KB,allow,3500
101,3203,29SRVVY79,allow,3500
102,3203,4DR497B27,allow,3500
103,3203,4NNAFY161,allow,3500
104,3203,R9T8WPXK3,allow,3500
105,3203,YXC5ZGEM4,allow,3500
106,3203,DBF5XVHCP,allow,3500
107,3203,2TT9CZD01,allow,3500
108,3203,589CPRYF6,allow,3500
109,3203,MRMZ3HPVK,allow,3500
110,3203,F5VC1C0FP,allow,3500
111,3203,F74FC4RPF,allow,3500
112,3203,Y4KRXDS1T,allow,3500
113,3203,B98P1MVR3,allow,3500
114,3203,VAF6V9G31,allow,3500
115,3203,3DKKNPGBN,allow,3500
116,3203,5S8FMVABZ,allow,3500
117,3203,4N13K21CZ,allow,3500
118,3203,G1S5XEY3S,allow,3500
119,3203,BRK15XNZH,allow,3500
120,3203,YFMK2ZG97,allow,3500
121,3203,5V1THDXVD,allow,3500
122,3203,80SK9NCC2,allow,3500
123,3203,78T8NCY59,allow,3500
124,3203,YMHHG458Y,allow,3500
125,3203,3EYKT1C0T,allow,3500
126,3203,4WME220M0,allow,3500
127,3203,9NF57V9M6,allow,3500
128,3203,7Y433EZCK,allow,3500
129,3203,NABN36DY1,allow,3500
130,3203,50Y4S02DD,allow,3500
131,3203,Y9XZ659VA,allow,3500
132,3203,DE60B01MW,allow,3500
133,3203,H3WTW19DW,allow,3500
134,3203,CAYV2FTA4,allow,3500
135,3203,WCE6ZHF4Z,allow,3500
136,3203,EN8HB508V,allow,3500
137,3203,1XV0B5K2H,allow,3500
138,3203,4HD132E74,allow,3500
139,3203,Y787EKEEM,allow,3500
140,3203,WBRE8FYH0,allow,3500
141,3203,NTGSPGYYB,allow,3500
142,3203,BK96A84XK,allow,3500
143,3203,KPCXN06NN,allow,3500
144,3203,VX0T58X5R,allow,3500
145,3203,9E971SABH,allow,3500
146,3203,Z5VVKNW0T,allow,3500
147,3203,6D0MK1XX7,allow,3500
148,3203,152VTMV33,allow,3500
149,3203,TB6RRZ169,allow,3500
150,3203,4ZDKY9G89,allow,3500
151,3203,HYXRZK3K4,allow,3500
152,3203,94C24FBZ1,allow,3500
153,3203,GT9D0S5N9,allow,3500
154,3203,2ABSG63E6,allow,3500
155,3203,S0EC5A221,allow,3500
156,3203,ZNA91S9D2,allow,3500
157,3203,S948KZ7PV,allow,3500
158,3203,ZGCRR84V1,allow,3500
159,3203,5N8046G0D,allow,3500
160,3203,6KYVARAX9,allow,3500
161,3203,ZG5MATG26,allow,3500
162,3203,4W3HXVNN2,allow,3500
163,3203,TXZSCV25W,allow,3500
164,3203,7RTTHG612,allow,3500
165,3203,DSXG7DZNB,allow,3500
166,3203,725NRTB5Y,allow,3500
167,3203,ZX3F209KM,allow,3500
168,3203,B6R3Z2FAV,allow,3500
169,3203,TPYPC66B0,allow,3500
170,3203,PGBYX6NGT,allow,3500
171,3203,2TK42TCY3,allow,3500
172,3203,HN03S953Y,allow,3500
173,3203,52XTKV84F,allow,3500
174,3203,KP7CKC698,allow,3500
175,3203,54RBZAG07,allow,3500
176,3203,G7K6A43C6,allow,3500
177,3203,HMW8G2P92,allow,3500
178,3203,GF78PDDZ3,allow,3500
179,3203,FM6M2YDR3,allow,3500
180,3203,EX32H1ZCS,allow,3500
181,3203,7BW3C7037,allow,3500
182,3203,DAXSMEN3Y,allow,3500
183,3203,PW31ECCPE,allow,3500
184,3203,MBRHABV5S,allow,3500
185,3203,CYRDBHS6K,allow,3500
186,3203,TAC3RVYZW,allow,3500
187,3203,SVN1VHC16,allow,3500
188,3203,9TGN39PPH,allow,3500
189,3203,DVVENKP1C,allow,3500
190,3203,BYEYK40EG,allow,3500
191,3203,D4Z0S8GHT,allow,3500
192,3203,7940CEW5K,allow,3500
193,3203,K27XWXEAV,allow,3500
194,3203,74ZWH92CR,allow,3500
195,3203,CZ25ABMSG,allow,3500
196,3203,WV08FSH90,allow,3500
197,3203,115KFFV5B,allow,3500
198,3203,PTGYFGVZX,allow,3500
199,3203,EV8Z4C2A5,allow,3500
200,3203,RNDSA0YSM,allow,3500
201,3203,XS5EZS2Y7,allow,3500
202,3203,4BVG4ARWX,allow,3500
203,3203,NEE1EG3FG,allow,3500
204,3203,SMYD560SD,allow,3500
205,3203,1N5ZMN2ER,allow,3500
206,3203,Z3WT3K8R1,allow,3500
207,3203,G47ZMS37M,allow,3500
208,3203,K6SN1THBM,allow,3500
209,3203,MAATG8YDC,allow,3500
210,3203,R2B45N7EP,allow,3500
211,3203,140W0M8R9,allow,3500
212,3203,RZM1SKZNW,allow,3500
213,3203,EZDC9A3AV,allow,3500
214,3203,41AKF2Z4T,allow,3500
215,3203,B8GR58P49,allow,3500
216,3203,F6SPX452A,allow,3500
217,3203,PG0CMDW11,allow,3500
218,3203,FGXY55C4G,allow,3500
219,3203,FWTBHZ04R,allow,3500
220,3203,RBRYBRE6A,allow,3500
221,3203,RZP4BCG4R,allow,3500
222,3203,XN4P4KHGY,allow,3500
223,3203,AP34AEDXM,allow,3500
224,3203,FA4R5MMWK,allow,3500
225,3203,TWWB8X5Z1,allow,3500
226,3203,A0E3VRE8A,allow,3500
227,3203,10EY16HRA,allow,3500
228,3203,K66VRR8V8,allow,3500
229,3203,WP251D9W9,allow,3500
230,3203,GH845ZH6F,allow,3500
231,3203,2YGRCTX1D,allow,3500
232,3203,RSA4YNRNE,allow,3500
233,3203,CK9FK2CBX,allow,3500
234,3203,D32VG3S16,allow,3500
235,3203,H4T90FYB6,allow,3500
236,3203,1C25F25ZR,allow,3500
237,3203,EG5AHPMKT,allow,3500
238,3203,Y7ZYP7PHT,allow,3500
239,3203,1XR0ZF62N,allow,3500
