SN,Gtin,Serial no,Status,Sending Status
2,5656,RKK3GZZMS,allow,4000
3,5656,ZS9EWGK0F,allow,4000
4,5656,K97ZMMANY,allow,4000
5,5656,KDYF3609Y,allow,4000
6,5656,A3149A1N6,allow,4000
7,5656,MTSYHE4RP,allow,4000
8,5656,84Y8C3ZBC,allow,4000
9,5656,W6903Y1V9,allow,4000
10,5656,R8A6Y3XWK,allow,4000
11,5656,V7KGTTMB5,allow,4000
12,5656,CW6KYXY0G,allow,4000
13,5656,YV085FFG5,allow,4000
14,5656,Z01VD77CV,allow,4000
15,5656,BBRYE9MHB,allow,4000
16,5656,RH5EEW2GA,allow,4000
17,5656,KG12TCZZC,allow,4000
18,5656,4P0HD7V24,allow,4000
19,5656,ZXG51DXYP,allow,4000
20,5656,EV4BDGXMA,allow,4000
21,5656,6V9YT9MRX,allow,4000
22,5656,ZKCDG10P2,allow,4000
23,5656,DRGK2BNH2,allow,4000
24,5656,95AA67C0M,allow,4000
25,5656,K706GMHGV,allow,4000
26,5656,CD73VSWY2,allow,4000
27,5656,NNC8Z8RD7,allow,4000
28,5656,201HTRGM0,allow,4000
29,5656,K7A60EM96,allow,4000
30,5656,1ZR0X6W5P,allow,4000
31,5656,2N1DM6E6S,allow,4000
32,5656,SGF9X5MXC,allow,4000
33,5656,9B3RY6T88,allow,4000
34,5656,W7PGXWAWA,allow,4000
35,5656,YG51ZR6XY,allow,4000
36,5656,1DMW692NY,allow,4000
37,5656,APYGPDA8K,allow,4000
38,5656,1NB5ZBTXH,allow,4000
39,5656,NRYKHHDXP,allow,4000
40,5656,7Y1AAKCME,allow,4000
41,5656,XT64881DR,allow,4000
42,5656,9CTHTK03M,allow,4000
43,5656,4F0ZSTR9E,allow,4000
44,5656,90ARG0YHX,allow,4000
45,5656,STZTCA8VX,allow,4000
46,5656,GEN1MKGHF,allow,4000
47,5656,ZD5DWD232,allow,4000
48,5656,XTSSEPD3K,allow,4000
49,5656,G027X23RS,allow,4000
50,5656,TESFCK458,allow,4000
51,5656,CMK9SYN12,allow,4000
52,5656,BXP8P40EE,allow,4000
53,5656,RN47E06BE,allow,4000
54,5656,R3SPFXH69,allow,4000
