SN,Gtin,Serial no,Status
1001,9008,5FD35TVFB,notallow
1002,9008,BE3SXSC0C,notallow
1003,9008,6XN5MRTR7,notallow
1004,9008,FDNYDY82V,notallow
1005,9008,GKYE8KC1E,notallow
1006,9008,THPW7ASXY,notallow
1007,9008,YAXH5TKPE,notallow
1008,9008,MNK0M9EF3,notallow
1009,9008,3AE50Z0FS,notallow
1010,9008,P6Y2BSPRK,notallow
1011,9008,KN5BAFF61,notallow
1012,9008,1TRGVPDNY,notallow
1013,9008,E0RSNG4YZ,notallow
1014,9008,MK4V18E30,notallow
1015,9008,2X935B4MV,notallow
1016,9008,5NY8BCWYG,notallow
1017,9008,VTEFDKSCM,notallow
1018,9008,RXR01MFVG,notallow
1019,9008,6T98WF8YS,notallow
1020,9008,ZSXYKXY1V,notallow
1021,9008,X2VR8K62F,notallow
1022,9008,6G1DA4CYF,notallow
1023,9008,26HA93YDM,notallow
1024,9008,6WPKY4N3A,notallow
1025,9008,W6XHH07NP,notallow
1026,9008,V4XCFXFMP,notallow
1027,9008,59Y3S8RMK,notallow
1028,9008,S5387SV12,notallow
1029,9008,TRZE9TCRX,notallow
1030,9008,SBNC35NGB,notallow
1031,9008,80Z36FME2,notallow
1032,9008,88YE6FDBE,notallow
1033,9008,FP2FF4GMA,notallow
1034,9008,AS65M3Y7X,notallow
1035,9008,NY4REEEMX,notallow
1036,9008,ASM4TTTY1,notallow
1037,9008,7GBAA30HD,notallow
1038,9008,DAH29G9VY,notallow
1039,9008,T90MHZKNV,notallow
1040,9008,EY7B4VZ60,notallow
1041,9008,8V0P3Y5Z6,notallow
1042,9008,H89H32P1A,notallow
1043,9008,ASH64YRY6,notallow
1044,9008,C5H0PR15G,notallow
1045,9008,CD7S4XYGN,notallow
1046,9008,S93E37TR6,notallow
1047,9008,R8SH8GA40,notallow
1048,9008,M2RY4NWVC,notallow
1049,9008,G68GDGKCY,notallow
1050,9008,TRK4W0ZFX,notallow
1051,9008,2K647P2WY,notallow
1052,9008,TA8S167KM,notallow
1053,9008,Y50SWBAWK,notallow
1054,9008,E3A53ZXYF,notallow
1055,9008,C2BZCT8WV,notallow
1056,9008,V8SNK0KD8,notallow
1057,9008,FDM7VW42W,notallow
1058,9008,XNK7K79SF,notallow
1059,9008,1YX7134BC,notallow
1060,9008,439C834C0,notallow
1061,9008,FS0RRCXSX,notallow
1062,9008,FYVKF3WFS,notallow
1063,9008,G4CPZRT8Y,notallow
1064,9008,6NZSKRWZB,notallow
1065,9008,3HBB33SFD,notallow
1066,9008,93ARWB32C,notallow
1067,9008,11DHMZ6FX,notallow
1068,9008,BVGYNYZ7A,notallow
1069,9008,VTFBZ3ED4,notallow
1070,9008,S0228ZZWF,notallow
1071,9008,XVXS5NRWW,notallow
1072,9008,8GMRNF93N,notallow
1073,9008,9NNKVE160,notallow
1074,9008,RVGKZTCCG,notallow
1075,9008,YA764SHB4,notallow
1076,9008,WN3TST947,notallow
1077,9008,E6VGB3V5K,notallow
1078,9008,70707676K,notallow
1079,9008,9R5S2BYW8,notallow
1080,9008,BTZG325EV,notallow
1081,9008,ZA9PZF5C2,notallow
1082,9008,X83WNYWDC,notallow
1083,9008,50BE5B3AE,notallow
1084,9008,G860Y3WSE,notallow
1085,9008,VTG2TN203,notallow
1086,9008,C8G68XESK,notallow
1087,9008,4T02N7VER,notallow
1088,9008,FS2WC3H02,notallow
1089,9008,CK153X3PB,notallow
1090,9008,139SHH2RY,notallow
1091,9008,A62HR0PYZ,notallow
1092,9008,NR6Y6PEB2,notallow
1093,9008,7MD25EV1X,notallow
1094,9008,YDF040W4Y,notallow
1095,9008,VVPT6YC60,notallow
1096,9008,3R4YCS240,notallow
1097,9008,461G238C8,notallow
1098,9008,SG5M5A59V,notallow
1099,9008,6HYRGEEDB,notallow
1100,9008,1W1F1A184,notallow
1101,9008,E752GYNZX,notallow
1102,9008,2NH5W9WTP,notallow
1103,9008,TDPX5NMRK,notallow
1104,9008,B0MX2BVT3,notallow
1105,9008,K8R9FGPZR,notallow
1106,9008,Z2GFBV86X,notallow
1107,9008,XYG9B3S0V,notallow
1108,9008,GFWG77X28,notallow
1109,9008,8WC9GBD81,notallow
1110,9008,8D3W39W67,notallow
1111,9008,FM5NF14M6,notallow
1112,9008,79ZVV2Z8T,notallow
1113,9008,EWCAX3K14,notallow
1114,9008,3YZPRSGBY,notallow
1115,9008,ATB1BNEE8,notallow
1116,9008,S8ZSPYFRW,notallow
1117,9008,6NZ0FN96W,notallow
1118,9008,527F21S0N,notallow
1119,9008,X849SHAPS,notallow
1120,9008,K2NT0YSP9,notallow
1121,9008,W35G2FAX5,notallow
1122,9008,895PT33DT,notallow
1123,9008,NZNR4CY59,notallow
1124,9008,N9SYRE8V1,notallow
1125,9008,A7M6T10WX,notallow
1126,9008,8460R0VNM,notallow
1127,9008,3RB58VC0X,notallow
1128,9008,N6HVHSMZ5,notallow
1129,9008,5G28WHZ47,notallow
1130,9008,T7TMZR279,notallow
1131,9008,K0KDZTN0K,notallow
1132,9008,MHHRSD0EA,notallow
1133,9008,WV83C3AXN,notallow
1134,9008,2Y9P539MM,notallow
1135,9008,R39GZMP5W,notallow
1136,9008,NMG7SDPA7,notallow
1137,9008,5XYSXYT52,notallow
1138,9008,YRVF5P2NP,notallow
1139,9008,Y9G42GV50,notallow
1140,9008,CNAV06RPY,notallow
1141,9008,VS9TKRCZT,notallow
1142,9008,R38NNS5X7,notallow
1143,9008,YZW0DTV9V,notallow
1144,9008,B6R28WGAR,notallow
1145,9008,Y9CYME5P4,notallow
1146,9008,DMDK4WD22,notallow
1147,9008,WCH8281NY,notallow
1148,9008,WB646GA1M,notallow
1149,9008,96FVK41AD,notallow
1150,9008,1WG94DFK1,notallow
1151,9008,D81AFECBT,notallow
1152,9008,S6B2FT180,notallow
1153,9008,M1S9CB5KE,notallow
1154,9008,FACCSF11E,notallow
1155,9008,BB4747K76,notallow
1156,9008,GB1VN1GAP,notallow
1157,9008,6939HXA3D,notallow
1158,9008,WKA7937KY,notallow
1159,9008,XW6EKTZZY,notallow
1160,9008,YTHY55EW6,notallow
1161,9008,YMAMAPYMX,notallow
1162,9008,PWSCD8DXR,notallow
1163,9008,AAD2GDB7T,notallow
1164,9008,4EWVEEK0F,notallow
1165,9008,BVYCC2ARS,notallow
1166,9008,SH3K3KF9Z,notallow
1167,9008,B2A2SS3S0,notallow
1168,9008,878R1E96S,notallow
1169,9008,3CM125B86,notallow
1170,9008,9GSRFBKP1,notallow
1171,9008,H5GK3FBD3,notallow
1172,9008,VKXD6H0Z2,notallow
1173,9008,6SY66GED7,notallow
1174,9008,E7WWSGVW9,notallow
1175,9008,ARC8KZNT4,notallow
1176,9008,4SKB1FEFZ,notallow
1177,9008,FKWDKV740,notallow
1178,9008,MW2VVC5C7,notallow
1179,9008,3AYWREGFX,notallow
1180,9008,Y1G7N8TS2,notallow
1181,9008,8CBDZ08X6,notallow
1182,9008,KBZMVPWM8,notallow
1183,9008,4Y5NG2T3B,notallow
1184,9008,YBM8FWWHC,notallow
1185,9008,EY6MDZ629,notallow
1186,9008,6VWKMFA0C,notallow
1187,9008,9BHB60NH5,notallow
1188,9008,NRCM2WP45,notallow
1189,9008,390YP47ME,notallow
1190,9008,TV1NGKKHV,notallow
1191,9008,MVHEZNMCV,notallow
1192,9008,PAVE12TXH,notallow
1193,9008,6EAXX8STC,notallow
1194,9008,HH95ENYGT,notallow
1195,9008,3W0DHTP0A,notallow
1196,9008,4GKH1T2AV,notallow
1197,9008,6D4EHAEKN,notallow
1198,9008,NMZWHHXV5,notallow
1199,9008,F6CVCBK24,notallow
1200,9008,4K1A96G9T,notallow
1201,9008,N6N6BXDRT,notallow
1202,9008,T8RR0H4MK,notallow
1203,9008,BB5SNE7Z8,notallow
1204,9008,9F6CMNCN5,notallow
1205,9008,N3VHMEHMH,notallow
1206,9008,PV7V76KEG,notallow
1207,9008,KSY4BZEBC,notallow
1208,9008,97TPMANZH,notallow
1209,9008,PPDEMC8KA,notallow
1210,9008,HTKZZHPN3,notallow
1211,9008,VT4DN72DP,notallow
1212,9008,853R3GB9S,notallow
1213,9008,81BWGX3KZ,notallow
1214,9008,6MP2M242H,notallow
1215,9008,CKRPE0AMT,notallow
1216,9008,WF41ZE0C4,notallow
1217,9008,21SFA0RA2,notallow
1218,9008,D830415T9,notallow
1219,9008,E2VHHNYEG,notallow
1220,9008,BP0S421F2,notallow
1221,9008,PHWW7XDGF,notallow
1222,9008,W8XSYXGSR,notallow
1223,9008,CFDNHW0HF,notallow
1224,9008,SDKV6BGK6,notallow
1225,9008,6BA0XT93E,notallow
1226,9008,C57WZZ013,notallow
1227,9008,CGBM88FAY,notallow
1228,9008,51W7BK8KB,notallow
1229,9008,519Z01S85,notallow
1230,9008,7AEGVAV9G,notallow
1231,9008,8S7T27YZM,notallow
1232,9008,BXYSK9FTV,notallow
1233,9008,8CV50FCXS,notallow
1234,9008,1XPYNBDYR,notallow
1235,9008,1RF575NAN,notallow
1236,9008,Y4291NVSE,notallow
1237,9008,VT0S9ZZ3G,notallow
1238,9008,5KHXWKT7B,notallow
1239,9008,B5G5ZT6RH,notallow
1240,9008,GARV0C4DG,notallow
1241,9008,SDTXMNCS2,notallow
1242,9008,FMKV027XZ,notallow
1243,9008,NR53NV0CG,notallow
1244,9008,D39RAP5F5,notallow
1245,9008,58ZTK45N2,notallow
1246,9008,KH2ZKS2TS,notallow
1247,9008,GPG5WW31P,notallow
1248,9008,ZPVV2K1X4,notallow
1249,9008,W067DTH11,notallow
1250,9008,PTX6EE33A,notallow
1251,9008,Z9HCSS05G,notallow
1252,9008,WGKXXYZ9B,notallow
1253,9008,NAHBET1KV,notallow
1254,9008,5MBTASFA3,notallow
1255,9008,F28DN889C,notallow
1256,9008,8A31P03D7,notallow
1257,9008,B1VFY5DYA,notallow
1258,9008,GVAC1VB07,notallow
1259,9008,DP236WNA1,notallow
1260,9008,4DPXH9A11,notallow
1261,9008,DR45S0EDA,notallow
1262,9008,TYDMWT2DK,notallow
1263,9008,FCT4MG0DR,notallow
1264,9008,2S8EKNF54,notallow
1265,9008,C40BN5V6P,notallow
1266,9008,22VSSVVH1,notallow
1267,9008,T90975VE6,notallow
1268,9008,48399FYK0,notallow
1269,9008,7T11227HP,notallow
1270,9008,VC838DTSH,notallow
1271,9008,S7B60MWED,notallow
1272,9008,EB0KBN2KV,notallow
1273,9008,W636YMX4Y,notallow
1274,9008,5YTY5E2N5,notallow
1275,9008,ZDSFA14CS,notallow
1276,9008,YSP1X303Y,notallow
1277,9008,VCPCG69W3,notallow
1278,9008,8PYF8710T,notallow
1279,9008,RC2X3E4PD,notallow
1280,9008,BP2YRW57T,notallow
1281,9008,5SEHW3DPE,notallow
1282,9008,FFXAGW4M0,notallow
1283,9008,XB3XEFSY7,notallow
1284,9008,7NR8SRFSG,notallow
1285,9008,P7HRMZFNY,notallow
1286,9008,SY51H3B97,notallow
1287,9008,F58ZH304D,notallow
1288,9008,N1DY7CP14,notallow
1289,9008,H57F9NSAK,notallow
1290,9008,BA9Z9PCHD,notallow
1291,9008,YT8CKH0N9,notallow
1292,9008,FF697DVV7,notallow
1293,9008,94X7HR07K,notallow
1294,9008,CKZWR6TCD,notallow
1295,9008,GTDMSMCC7,notallow
1296,9008,38X6CDEXR,notallow
1297,9008,SZFN1FF01,notallow
1298,9008,YDXX9YG0D,notallow
1299,9008,HF6A781M7,notallow
1300,9008,49F60MAB3,notallow
1301,9008,E7AY0BA0S,notallow
1302,9008,DC322N0DD,notallow
1303,9008,AKD0462F5,notallow
1304,9008,59F9ZAVBF,notallow
1305,9008,FFNM2E6ZK,notallow
1306,9008,S6RAPBH2K,notallow
1307,9008,3FTW4ZXHX,notallow
1308,9008,8KBP10XBE,notallow
1309,9008,K4XCT55M1,notallow
1310,9008,B416DFPTZ,notallow
1311,9008,5PBBAFD40,notallow
1312,9008,6RCE376VK,notallow
1313,9008,M724EVB45,notallow
1314,9008,1E01G4RM2,notallow
1315,9008,RXXDZG0CE,notallow
1316,9008,3P807SCPT,notallow
1317,9008,BR0RWXWKP,notallow
1318,9008,9AFG3F5ND,notallow
1319,9008,W4XK2Y56X,notallow
1320,9008,GSEGYRBHM,notallow
1321,9008,B7Z3GF22K,notallow
1322,9008,Y0KSBBHNW,notallow
1323,9008,9Y4WGHG6P,notallow
1324,9008,7ZF8WF6NK,notallow
1325,9008,RFWPTX0MD,notallow
1326,9008,F3F0GA7MT,notallow
1327,9008,YW7TTBWK6,notallow
1328,9008,2477A5WAN,notallow
1329,9008,DBG4CKWBP,notallow
1330,9008,BZ1986K46,notallow
1331,9008,40N470HXK,notallow
1332,9008,A77D3TGR1,notallow
1333,9008,YPZ162GHY,notallow
1334,9008,X1AY011TD,notallow
1335,9008,89RBECC0K,notallow
1336,9008,713660X8F,notallow
1337,9008,X86GW72WT,notallow
1338,9008,KMN86WVCE,notallow
1339,9008,T790D9T1K,notallow
1340,9008,NCTWXTGRV,notallow
1341,9008,2RXPFM155,notallow
1342,9008,TDGWH699S,notallow
1343,9008,604XHA2VK,notallow
1344,9008,MRZNAR8NB,notallow
1345,9008,T87R00FVD,notallow
1346,9008,VME7D1SRV,notallow
1347,9008,TRC97SPG0,notallow
1348,9008,EY8TZX447,notallow
1349,9008,CR760FPPW,notallow
1350,9008,E2GBW6KSK,notallow
1351,9008,HXP59RY9H,notallow
1352,9008,MS82AWV21,notallow
1353,9008,DW5AEBYV4,notallow
1354,9008,4ATW0A1S2,notallow
1355,9008,6N8T4GKAY,notallow
1356,9008,M28WZZ12B,notallow
1357,9008,7D48CSBF3,notallow
1358,9008,VPMS2ZH5F,notallow
1359,9008,MX4VDRYWM,notallow
1360,9008,W438GW126,notallow
1361,9008,E0HH16F3B,notallow
1362,9008,HVRK5N6KM,notallow
1363,9008,KWA29HEZZ,notallow
1364,9008,H1ASP8N2B,notallow
1365,9008,ESRKR57YC,notallow
1366,9008,AWG6GP40Y,notallow
1367,9008,3R0Z968H4,notallow
1368,9008,G7MVVN644,notallow
1369,9008,YH2YX5T64,notallow
1370,9008,WE4S0ED3M,notallow
1371,9008,P9Y2952M7,notallow
1372,9008,YGZGVBS8C,notallow
1373,9008,NV1ZBRXZP,notallow
1374,9008,4B96G3HNA,notallow
1375,9008,E060B0NHS,notallow
1376,9008,APHXFYES4,notallow
1377,9008,R7MEP57GH,notallow
1378,9008,89M4E9AR2,notallow
1379,9008,9X21EBTC5,notallow
1380,9008,GB070A7R4,notallow
1381,9008,K8AHFA53K,notallow
1382,9008,995FSRWXF,notallow
1383,9008,P5271KAS1,notallow
1384,9008,4GN696DXR,notallow
1385,9008,HGXY48HF6,notallow
1386,9008,KR9HEP069,notallow
1387,9008,Y2Z2YB97B,notallow
