SN,Gtin,Serial no,Status
73,908,DMA004F61,notallow
74,908,TFR20NP3H,notallow
75,908,VPYFWC5HE,notallow
76,908,YYVDAXNNK,notallow
77,908,8N99RD340,notallow
78,908,DRCN9Y5V4,notallow
79,908,4C7RTXF4C,notallow
80,908,3N2D15N8R,notallow
81,908,3YV55C5S9,notallow
82,908,GNRX07EN2,notallow
83,908,MG4BY0D3W,notallow
84,908,4427W5PWD,notallow
85,908,TWHM89D9X,notallow
86,908,104YASZV0,notallow
87,908,TE3NMNN11,notallow
88,908,B57Y4GFPF,notallow
89,908,GR7SNKFDN,notallow
90,908,3MDVSP1N6,notallow
91,908,NW7CN5Y1A,notallow
92,908,41D1YT1Y1,notallow
93,908,19D56EC38,notallow
94,908,YP310VYEG,notallow
95,908,DF4V85V2D,notallow
96,908,5FH3X9E24,notallow
97,908,DMNAGMX98,notallow
98,908,HK4KM2MT6,notallow
99,908,5P21YW8KB,notallow
100,908,29SRVVY79,notallow
101,908,4DR497B27,notallow
102,908,4NNAFY161,notallow
103,908,R9T8WPXK3,notallow
104,908,YXC5ZGEM4,notallow
105,908,DBF5XVHCP,notallow
106,908,2TT9CZD01,notallow
107,908,589CPRYF6,notallow
108,908,MRMZ3HPVK,notallow
109,908,F5VC1C0FP,notallow
110,908,F74FC4RPF,notallow
111,908,Y4KRXDS1T,notallow
112,908,B98P1MVR3,notallow
113,908,VAF6V9G31,notallow
114,908,3DKKNPGBN,notallow
115,908,5S8FMVABZ,notallow
116,908,4N13K21CZ,notallow
117,908,G1S5XEY3S,notallow
118,908,BRK15XNZH,notallow
119,908,YFMK2ZG97,notallow
120,908,5V1THDXVD,notallow
121,908,80SK9NCC2,notallow
122,908,78T8NCY59,notallow
123,908,YMHHG458Y,notallow
124,908,3EYKT1C0T,notallow
125,908,4WME220M0,notallow
126,908,9NF57V9M6,notallow
127,908,7Y433EZCK,notallow
128,908,NABN36DY1,notallow
129,908,50Y4S02DD,notallow
130,908,Y9XZ659VA,notallow
131,908,DE60B01MW,notallow
132,908,H3WTW19DW,notallow
133,908,CAYV2FTA4,notallow
134,908,WCE6ZHF4Z,notallow
135,908,EN8HB508V,notallow
136,908,1XV0B5K2H,notallow
137,908,4HD132E74,notallow
138,908,Y787EKEEM,notallow
139,908,WBRE8FYH0,notallow
140,908,NTGSPGYYB,notallow
141,908,BK96A84XK,notallow
142,908,KPCXN06NN,notallow
143,908,VX0T58X5R,notallow
144,908,9E971SABH,notallow
145,908,Z5VVKNW0T,notallow
146,908,6D0MK1XX7,notallow
147,908,152VTMV33,notallow
148,908,TB6RRZ169,notallow
149,908,4ZDKY9G89,notallow
150,908,HYXRZK3K4,notallow
151,908,94C24FBZ1,notallow
152,908,GT9D0S5N9,notallow
153,908,2ABSG63E6,notallow
154,908,S0EC5A221,notallow
155,908,ZNA91S9D2,notallow
156,908,S948KZ7PV,notallow
157,908,ZGCRR84V1,notallow
158,908,5N8046G0D,notallow
159,908,6KYVARAX9,notallow
160,908,ZG5MATG26,notallow
161,908,4W3HXVNN2,notallow
162,908,TXZSCV25W,notallow
163,908,7RTTHG612,notallow
164,908,DSXG7DZNB,notallow
165,908,725NRTB5Y,notallow
166,908,ZX3F209KM,notallow
167,908,B6R3Z2FAV,notallow
168,908,TPYPC66B0,notallow
169,908,PGBYX6NGT,notallow
170,908,2TK42TCY3,notallow
171,908,HN03S953Y,notallow
172,908,52XTKV84F,notallow
173,908,KP7CKC698,notallow
174,908,54RBZAG07,notallow
175,908,G7K6A43C6,notallow
176,908,HMW8G2P92,notallow
177,908,GF78PDDZ3,notallow
178,908,FM6M2YDR3,notallow
179,908,EX32H1ZCS,notallow
180,908,7BW3C7037,notallow
181,908,DAXSMEN3Y,notallow
182,908,PW31ECCPE,notallow
183,908,MBRHABV5S,notallow
184,908,CYRDBHS6K,notallow
185,908,TAC3RVYZW,notallow
186,908,SVN1VHC16,notallow
187,908,9TGN39PPH,notallow
188,908,DVVENKP1C,notallow
189,908,BYEYK40EG,notallow
190,908,D4Z0S8GHT,notallow
191,908,7940CEW5K,notallow
192,908,K27XWXEAV,notallow
193,908,74ZWH92CR,notallow
194,908,CZ25ABMSG,notallow
195,908,WV08FSH90,notallow
196,908,115KFFV5B,notallow
197,908,PTGYFGVZX,notallow
198,908,EV8Z4C2A5,notallow
199,908,RNDSA0YSM,notallow
200,908,XS5EZS2Y7,notallow
201,908,4BVG4ARWX,notallow
202,908,NEE1EG3FG,notallow
203,908,SMYD560SD,notallow
204,908,1N5ZMN2ER,notallow
205,908,Z3WT3K8R1,notallow
206,908,G47ZMS37M,notallow
207,908,K6SN1THBM,notallow
208,908,MAATG8YDC,notallow
209,908,R2B45N7EP,notallow
210,908,140W0M8R9,notallow
211,908,RZM1SKZNW,notallow
212,908,EZDC9A3AV,notallow
213,908,41AKF2Z4T,notallow
214,908,B8GR58P49,notallow
215,908,F6SPX452A,notallow
216,908,PG0CMDW11,notallow
217,908,FGXY55C4G,notallow
218,908,FWTBHZ04R,notallow
219,908,RBRYBRE6A,notallow
