SN,Gtin,Serial no,Status
2001,5609,KKKF76G2B,notallow
2002,5609,AVNZ67KEA,notallow
2003,5609,P2Z8529SF,notallow
2004,5609,K1801Z08F,notallow
2005,5609,FB84M6WSZ,notallow
2006,5609,RY12S7T7M,notallow
2007,5609,6M54AMEC3,notallow
2008,5609,9GF09951H,notallow
2009,5609,768C3Y9RD,notallow
2010,5609,HCRCV54B3,notallow
2011,5609,X5M1BFNZ2,notallow
2012,5609,YV76M6VZG,notallow
2013,5609,EA6K48TZ2,notallow
2014,5609,8C5CAKZ9K,notallow
2015,5609,T52FKAYT2,notallow
2016,5609,2Y96V6S5K,notallow
2017,5609,HBTVA4ACV,notallow
2018,5609,3NTZYCH1A,notallow
2019,5609,TXVTK4AYE,notallow
2020,5609,TDD9DA50D,notallow
2021,5609,YVEX32PG9,notallow
2022,5609,WGX175YGD,notallow
2023,5609,7CFAGEFFX,notallow
2024,5609,5MR55H4E7,notallow
2025,5609,DR6TCBM9S,notallow
2026,5609,G60REBZ89,notallow
2027,5609,6R8TESB51,notallow
2028,5609,7WS8YA5W8,notallow
2029,5609,9PSBA020A,notallow
2030,5609,WXB3TR928,notallow
2031,5609,HNXKGZ44F,notallow
2032,5609,KY780H422,notallow
2033,5609,7RPRGRNAC,notallow
2034,5609,CEG7T3R07,notallow
2035,5609,S0C04FMFZ,notallow
2036,5609,7Z37WKB45,notallow
2037,5609,3GSH57SWC,notallow
2038,5609,6AF46M7MX,notallow
2039,5609,3C9YEYTEH,notallow
2040,5609,T60GC09R6,notallow
2041,5609,50RX0ERS9,notallow
2042,5609,RMCXKYRAS,notallow
2043,5609,MHWEDY5YF,notallow
2044,5609,DB29P5VC2,notallow
2045,5609,23GY0X1HR,notallow
2046,5609,TW6CDWGKA,notallow
2047,5609,EAAKC46VY,notallow
2048,5609,8XDV5XR8V,notallow
2049,5609,MM4R45E7K,notallow
2050,5609,4PYB637CB,notallow
2051,5609,FC07NKZ1M,notallow
2052,5609,RMA9P50BZ,notallow
2053,5609,5N2VMH29X,notallow
2054,5609,PPGXDT3AK,notallow
2055,5609,CB13E4H6F,notallow
2056,5609,E8SB98A25,notallow
2057,5609,7D5ZS5T6S,notallow
2058,5609,8BFTG0MW6,notallow
2059,5609,YWZFTRVCF,notallow
2060,5609,74GCBHA6N,notallow
2061,5609,6WZXZB0G1,notallow
2062,5609,DVP3Y910B,notallow
2063,5609,416KV82KE,notallow
2064,5609,Z94VTP2W5,notallow
2065,5609,3HEY88PH2,notallow
2066,5609,8NM4WY68Z,notallow
2067,5609,Z8SNEB5B5,notallow
2068,5609,DVY0B82PH,notallow
2069,5609,5HDTH395D,notallow
2070,5609,GPT2KZPH8,notallow
2071,5609,NVMKFXDM2,notallow
2072,5609,WMG4M9YKK,notallow
2073,5609,7SHEP23KT,notallow
2074,5609,DCMK49YRY,notallow
2075,5609,M1RCGMSXY,notallow
2076,5609,4KA4VMVZY,notallow
2077,5609,VKRZT8NB5,notallow
2078,5609,RS3GTG7AC,notallow
2079,5609,32NMB1E6N,notallow
2080,5609,S6EZ4DABY,notallow
2081,5609,AZMRDPPTS,notallow
2082,5609,E65ARSA64,notallow
2083,5609,YE0BB021N,notallow
2084,5609,XPPB8S4ND,notallow
2085,5609,6ADPN90PR,notallow
2086,5609,49W1K9XYK,notallow
2087,5609,ZHXGK5F0R,notallow
2088,5609,KESXA3KMZ,notallow
2089,5609,C2602GYNN,notallow
2090,5609,2NVZM7W7X,notallow
2091,5609,Z05RDM438,notallow
2092,5609,N2VG2P4EY,notallow
2093,5609,1RVCX042X,notallow
2094,5609,RB9KD5YFG,notallow
2095,5609,BCDNCMWV5,notallow
2096,5609,NBCS9M3PM,notallow
2097,5609,T605ZAV0A,notallow
2098,5609,EPHAYC0H2,notallow
2099,5609,8WMD0N28S,notallow
2100,5609,5GEPAS3HX,notallow
2101,5609,RP32SZ33E,notallow
2102,5609,RMEXB6GXR,notallow
2103,5609,X5980CN5B,notallow
2104,5609,CY4E71VWX,notallow
2105,5609,5GD3GNA28,notallow
2106,5609,WZ1189BP6,notallow
2107,5609,WRYBV4SX3,notallow
2108,5609,E8PN07KY5,notallow
2109,5609,T97Y4Y529,notallow
2110,5609,2VHPWR4VZ,notallow
2111,5609,6B73WDS6C,notallow
2112,5609,6MAVR2VE7,notallow
2113,5609,8WR2519RD,notallow
2114,5609,T0684D26E,notallow
2115,5609,V9MAM35GP,notallow
2116,5609,4HT7V8ZH3,notallow
2117,5609,DMDVW1M7R,notallow
2118,5609,MEENEPMM1,notallow
2119,5609,3X50MNB94,notallow
2120,5609,VWSKE1SAY,notallow
2121,5609,YH9SY4210,notallow
2122,5609,3DFHD7CEZ,notallow
2123,5609,76K02N189,notallow
2124,5609,MSWWZ0DBA,notallow
2125,5609,1FG384PNY,notallow
2126,5609,AK27PHW16,notallow
2127,5609,HB334EY8W,notallow
2128,5609,3K2K93320,notallow
2129,5609,8HE3S9NR1,notallow
2130,5609,3GFFBMSNS,notallow
2131,5609,SDX39H9NS,notallow
2132,5609,XNB6H3T2S,notallow
2133,5609,TA348RTCE,notallow
2134,5609,A9Y55DBDX,notallow
2135,5609,4DDW9FCPC,notallow
2136,5609,3BDBXF9KG,notallow
2137,5609,E792P8KN1,notallow
2138,5609,11W0WT82A,notallow
2139,5609,WG1DBRKP9,notallow
2140,5609,37GMA6522,notallow
2141,5609,7G47S5T4M,notallow
2142,5609,NE0XVAKWM,notallow
2143,5609,9AYGFY730,notallow
2144,5609,P4WMWG0WM,notallow
2145,5609,3GCS43MGR,notallow
2146,5609,X12RYYG8E,notallow
2147,5609,D70W7B42W,notallow
2148,5609,8SRXA0ASP,notallow
2149,5609,PVY8F67V9,notallow
2150,5609,7YPGZYRX5,notallow
2151,5609,NM28DMGR8,notallow
2152,5609,X4WF7N631,notallow
2153,5609,1PYNSVEKK,notallow
2154,5609,788XTR9W5,notallow
2155,5609,ZS85FCMM3,notallow
2156,5609,CY08B6DA4,notallow
2157,5609,X4N39DC2T,notallow
2158,5609,XPXKYDWXA,notallow
2159,5609,96RZKGXAW,notallow
2160,5609,X0DTT9HF8,notallow
2161,5609,7VVVEEC1H,notallow
2162,5609,MMH49X5ZR,notallow
2163,5609,F0DCTH1X4,notallow
2164,5609,RDERS4V4E,notallow
2165,5609,B2A38KNVG,notallow
2166,5609,5NA07TZ42,notallow
2167,5609,DFHZWCMB9,notallow
2168,5609,XG0SPFVNE,notallow
2169,5609,YP3K3K1W9,notallow
2170,5609,NK7XK7PGX,notallow
2171,5609,2GV4YK6MW,notallow
2172,5609,MZ610N49S,notallow
2173,5609,FA1CDXA8A,notallow
2174,5609,XBSVS3PR6,notallow
2175,5609,W2KHMS83Y,notallow
2176,5609,Y93WKTKEM,notallow
2177,5609,37V4PM8CP,notallow
2178,5609,S2VWZ30K5,notallow
2179,5609,HWRP8CCD3,notallow
2180,5609,ZNPZ353PX,notallow
2181,5609,PCKBEFP8W,notallow
2182,5609,9V6V8W54E,notallow
2183,5609,TWB2RPP04,notallow
2184,5609,4VBZGVV4W,notallow
2185,5609,78997W4RG,notallow
2186,5609,AZ388RA90,notallow
2187,5609,YAKEC34BT,notallow
2188,5609,BD6F1B66T,notallow
2189,5609,APYDSRS17,notallow
2190,5609,1V8YHNFNW,notallow
2191,5609,EA6C22KAA,notallow
2192,5609,KGW2R0KNY,notallow
2193,5609,7WF2RDR57,notallow
2194,5609,M2G37T2CY,notallow
2195,5609,H162CCTD5,notallow
2196,5609,R60893XH9,notallow
2197,5609,WMTSXYCSZ,notallow
2198,5609,6BP5E15H2,notallow
2199,5609,W808ER71R,notallow
2200,5609,HH1TV3X9Z,notallow
2201,5609,A8MZ475AP,notallow
2202,5609,33E5GA8E0,notallow
2203,5609,2EDABNSTF,notallow
2204,5609,8TMXN48MV,notallow
2205,5609,EYZ0B0P4Y,notallow
2206,5609,V7GMA6X8Z,notallow
2207,5609,82WTFBRED,notallow
2208,5609,2G6BN89BA,notallow
2209,5609,9Z19CT8EN,notallow
2210,5609,NHFXP3SFG,notallow
2211,5609,WG7R7BXT0,notallow
2212,5609,H523XCBFT,notallow
2213,5609,VVMETCDZT,notallow
2214,5609,A9NDC6EHX,notallow
2215,5609,RTFEBX3VV,notallow
2216,5609,1RD9YNRMH,notallow
2217,5609,BY9481AY4,notallow
2218,5609,TMG1FWRDY,notallow
2219,5609,BMDM0PMAS,notallow
2220,5609,5M67WPDDE,notallow
2221,5609,VATAPW352,notallow
2222,5609,AK8A56W0N,notallow
2223,5609,1E7E2Y4RK,notallow
2224,5609,E3VPK3390,notallow
2225,5609,2TRDHVWAP,notallow
2226,5609,TDTTYSV50,notallow
2227,5609,1REP5H350,notallow
2228,5609,HP753MYC8,notallow
2229,5609,B7WM2194E,notallow
2230,5609,VWBR029NB,notallow
2231,5609,HCHY9DGCK,notallow
2232,5609,W58ER2ZHA,notallow
2233,5609,6DKC77W79,notallow
2234,5609,PM2R9XSMT,notallow
2235,5609,ED7078T2X,notallow
2236,5609,59HH1E8B5,notallow
2237,5609,46A1C2DM7,notallow
2238,5609,VDBEEVT9S,notallow
2239,5609,E2EPMBSTH,notallow
2240,5609,MR9C0Y90N,notallow
2241,5609,AAF7GX5KX,notallow
2242,5609,82N8744R5,notallow
2243,5609,601VBP25E,notallow
2244,5609,741W1X9H3,notallow
2245,5609,8GZ2MCS99,notallow
2246,5609,TPH1CRRH2,notallow
2247,5609,SB157DT36,notallow
2248,5609,G6DAGK1Y4,notallow
2249,5609,VXS99BKYG,notallow
2250,5609,8C4DXG39Z,notallow
2251,5609,AS4SDKR9V,notallow
2252,5609,34RAY8E8Z,notallow
2253,5609,HABBB6FCT,notallow
2254,5609,1BHHTW59T,notallow
2255,5609,AWVD7CF7X,notallow
2256,5609,Z3FZFH7NY,notallow
2257,5609,NDMG0MZPX,notallow
2258,5609,DPDYSS5CT,notallow
2259,5609,PPVGFCMP3,notallow
2260,5609,FBYX627VG,notallow
2261,5609,M7FV7M027,notallow
2262,5609,7BBANEW97,notallow
2263,5609,Z3V57N54N,notallow
2264,5609,5BEHB1B0V,notallow
2265,5609,RG5V0V8ZS,notallow
2266,5609,7BRNEVF20,notallow
2267,5609,YNWAGFE9D,notallow
2268,5609,8FEVMRMTN,notallow
2269,5609,NW2FAMPHX,notallow
2270,5609,FP99H4XFF,notallow
2271,5609,PC8AFSFDX,notallow
2272,5609,M3107BG6C,notallow
2273,5609,7APBBPR82,notallow
2274,5609,2VB9P2XT9,notallow
2275,5609,T2P359G9Z,notallow
2276,5609,B21DXFRPK,notallow
2277,5609,CX9CF7TH4,notallow
2278,5609,TKAXMW37B,notallow
2279,5609,WXBTNWM5Y,notallow
2280,5609,YYWRBA9MA,notallow
2281,5609,WZT7KP8TS,notallow
2282,5609,5DRFF5M04,notallow
2283,5609,7VK39C3HD,notallow
2284,5609,VEZP007S7,notallow
2285,5609,ACFN0T0PG,notallow
2286,5609,Z15R5S2S3,notallow
2287,5609,4CGTWX49Y,notallow
2288,5609,98M7ATDER,notallow
2289,5609,3Y7FFV4P4,notallow
2290,5609,C4WPPHTB9,notallow
2291,5609,A9NGEEFM4,notallow
2292,5609,6D1DZP4VK,notallow
2293,5609,341MAHVVH,notallow
2294,5609,Z4AGVPCAW,notallow
2295,5609,N7WX53DV2,notallow
2296,5609,FADMC0RTR,notallow
2297,5609,CYS11DW4T,notallow
2298,5609,YKWX82XZ5,notallow
2299,5609,RRPEHH2FR,notallow
2300,5609,A8RWHZHTG,notallow
2301,5609,8V76YSA6X,notallow
2302,5609,G97CYKDV3,notallow
2303,5609,PA3PPPW6X,notallow
2304,5609,SZXNZ9390,notallow
2305,5609,29X829V1M,notallow
2306,5609,1C8THNC78,notallow
2307,5609,25SDXWVF2,notallow
2308,5609,PGS8VTAV2,notallow
2309,5609,25K5XYT9M,notallow
2310,5609,XH25K4A2E,notallow
2311,5609,4RDF3BGBK,notallow
2312,5609,Y2376G0KP,notallow
2313,5609,S4M9XZ3N5,notallow
2314,5609,P86S9XVSB,notallow
2315,5609,FMBVZR48S,notallow
2316,5609,7TZ09KFMX,notallow
2317,5609,ZXRBR515A,notallow
2318,5609,CMCFGDARH,notallow
2319,5609,ZVAZY0SET,notallow
2320,5609,2YE2NCYKM,notallow
2321,5609,FFYN6XTFH,notallow
2322,5609,9DXNPER2G,notallow
2323,5609,GYHEK0D3R,notallow
2324,5609,A9ZY3DHG9,notallow
2325,5609,T82P6KEAK,notallow
2326,5609,S6SHNCE13,notallow
2327,5609,Z65RREHRG,notallow
2328,5609,4Y4VY8T37,notallow
2329,5609,W6GZCKDY1,notallow
2330,5609,T78X5VMZS,notallow
2331,5609,D07WAC6YE,notallow
2332,5609,CK6NTNS9F,notallow
2333,5609,8ENRSMET7,notallow
2334,5609,VXRY60V3P,notallow
2335,5609,1YY6KYB7R,notallow
2336,5609,6C2W3T9DV,notallow
2337,5609,ZCHX9FYX6,notallow
2338,5609,761E54HWP,notallow
2339,5609,KMS206P95,notallow
2340,5609,W3GMDHPGV,notallow
2341,5609,K83PESTN3,notallow
2342,5609,NAYXYNPW7,notallow
2343,5609,NZ41WED1D,notallow
2344,5609,V7XENCYPR,notallow
2345,5609,FN2BFPSBE,notallow
2346,5609,KWF1PP0KG,notallow
2347,5609,F14G1D9VH,notallow
2348,5609,M03C09KV1,notallow
2349,5609,Z5C6KAXN5,notallow
2350,5609,SNC7EVHR6,notallow
2351,5609,W0TYC74AT,notallow
2352,5609,XDD47WC6P,notallow
2353,5609,PR9M9WK3E,notallow
2354,5609,81C2XC6SZ,notallow
2355,5609,60AB6FTSF,notallow
2356,5609,ZMBY32X9G,notallow
2357,5609,VX70782XG,notallow
2358,5609,347579WXC,notallow
2359,5609,MA4ET0V4C,notallow
2360,5609,GDPFHBTPD,notallow
2361,5609,3N1FMCFNS,notallow
2362,5609,94T990WT6,notallow
2363,5609,D4YYA3445,notallow
2364,5609,6RD0S2H05,notallow
2365,5609,VDH4ASX57,notallow
2366,5609,NK8G9P088,notallow
2367,5609,TXW48M54X,notallow
2368,5609,5P16VN7BC,notallow
2369,5609,2B1X80N66,notallow
2370,5609,Y8D1NGG5Z,notallow
2371,5609,67RESF8RH,notallow
2372,5609,31M9N8YF3,notallow
2373,5609,V56MCXXHN,notallow
2374,5609,1ATVZFNG6,notallow
2375,5609,DP4E7BW1S,notallow
2376,5609,GNC178ANC,notallow
2377,5609,K9DT7GN8G,notallow
2378,5609,FXKYFCAHE,notallow
2379,5609,T91KNB1PR,notallow
2380,5609,6NPNYHTGS,notallow
2381,5609,KHF7EWZ5P,notallow
2382,5609,X2G235N45,notallow
2383,5609,WRXKP73R0,notallow
2384,5609,DKK83NHRB,notallow
2385,5609,KAED00ND6,notallow
2386,5609,VWHTGC5T0,notallow
2387,5609,GWECHV6SD,notallow
2388,5609,ET5TGSBC7,notallow
2389,5609,578TEKXHF,notallow
2390,5609,KNS6WVNV0,notallow
2391,5609,R4YGGTNYM,notallow
2392,5609,2XAWDZEC1,notallow
2393,5609,KP21VW8C8,notallow
2394,5609,DXCG7ST5E,notallow
